Task 1 Pronoun vs Short Definite Noun Recipients,,,,,Task 2: Short Definite Noun vs Short Indefinite Noun Recipients,,,,,Task 3: Short Definite Noun vs Long Definite Noun Recipients,,,,,Task 4: Short Definite Noun vs Long Indefinite Noun Recipients,,,
Pronoun DO,Pronoun PD,Short Definite Noun DO,Short Definite Noun PD,,Short Definite Noun DO,Short Definite Noun DO,Short Indefinite Noun DO,Short Indefinite Noun PD,,Short Definite Noun DO,Short Definite Noun PD,Long Definite Noun DO,Long Definite Noun PD,,Short Definite Noun DO,Short Definite Noun PD,Long Indefinite Noun DO,Long Indefinite Noun PD
[CLS] the man brought her the box . [SEP],[CLS] the man brought the box to her . [SEP],[CLS] the man brought the woman the box . [SEP],[CLS] the man brought the box to the woman . [SEP],,[CLS] the man brought the woman the box . [SEP],[CLS] the man brought the box to the woman . [SEP],[CLS] the man brought a woman the box . [SEP],[CLS] the man brought the box to a woman . [SEP],,[CLS] the man brought the woman the box . [SEP],[CLS] the man brought the box to the woman . [SEP],[CLS] the man brought the friend from childhood the box . [SEP],[CLS] the man brought the box to the friend from childhood . [SEP],,[CLS] the man brought the woman the box . [SEP],[CLS] the man brought the box to the woman . [SEP],[CLS] the man brought a friend from childhood the box . [SEP],[CLS] the man brought the box to a friend from childhood . [SEP]
[CLS] the woman brought him the box . [SEP],[CLS] the woman brought the box to him . [SEP],[CLS] the woman brought the man the box . [SEP],[CLS] the woman brought the box to the man . [SEP],,[CLS] the woman brought the man the box . [SEP],[CLS] the woman brought the box to the man . [SEP],[CLS] the woman brought a man the box . [SEP],[CLS] the woman brought the box to a man . [SEP],,[CLS] the woman brought the man the box . [SEP],[CLS] the woman brought the box to the man . [SEP],[CLS] the woman brought the friend from childhood the box . [SEP],[CLS] the woman brought the box to the friend from childhood . [SEP],,[CLS] the woman brought the man the box . [SEP],[CLS] the woman brought the box to the man . [SEP],[CLS] the woman brought a friend from childhood the box . [SEP],[CLS] the woman brought the box to a friend from childhood . [SEP]
[CLS] the man took her the box . [SEP],[CLS] the man took the box to her . [SEP],[CLS] the man took the woman the box . [SEP],[CLS] the man took the box to the woman . [SEP],,[CLS] the man took the woman the box . [SEP],[CLS] the man took the box to the woman . [SEP],[CLS] the man took a woman the box . [SEP],[CLS] the man took the box to a woman . [SEP],,[CLS] the man took the woman the box . [SEP],[CLS] the man took the box to the woman . [SEP],[CLS] the man took the friend from childhood the box . [SEP],[CLS] the man took the box to the friend from childhood . [SEP],,[CLS] the man took the woman the box . [SEP],[CLS] the man took the box to the woman . [SEP],[CLS] the man took a friend from childhood the box . [SEP],[CLS] the man took the box to a friend from childhood . [SEP]
[CLS] the woman took him the box . [SEP],[CLS] the woman took the box to him . [SEP],[CLS] the woman took the man the box . [SEP],[CLS] the woman took the box to the man . [SEP],,[CLS] the woman took the man the box . [SEP],[CLS] the woman took the box to the man . [SEP],[CLS] the woman took a man the box . [SEP],[CLS] the woman took the box to a man . [SEP],,[CLS] the woman took the man the box . [SEP],[CLS] the woman took the box to the man . [SEP],[CLS] the woman took the friend from childhood the box . [SEP],[CLS] the woman took the box to the friend from childhood . [SEP],,[CLS] the woman took the man the box . [SEP],[CLS] the woman took the box to the man . [SEP],[CLS] the woman took a friend from childhood the box . [SEP],[CLS] the woman took the box to a friend from childhood . [SEP]
[CLS] the man carried her the box . [SEP],[CLS] the man carried the box to her . [SEP],[CLS] the man carried the woman the box . [SEP],[CLS] the man carried the box to the woman . [SEP],,[CLS] the man carried the woman the box . [SEP],[CLS] the man carried the box to the woman . [SEP],[CLS] the man carried a woman the box . [SEP],[CLS] the man carried the box to a woman . [SEP],,[CLS] the man carried the woman the box . [SEP],[CLS] the man carried the box to the woman . [SEP],[CLS] the man carried the friend from childhood the box . [SEP],[CLS] the man carried the box to the friend from childhood . [SEP],,[CLS] the man carried the woman the box . [SEP],[CLS] the man carried the box to the woman . [SEP],[CLS] the man carried a friend from childhood the box . [SEP],[CLS] the man carried the box to a friend from childhood . [SEP]
[CLS] the woman carried him the box . [SEP],[CLS] the woman carried the box to him . [SEP],[CLS] the woman carried the man the box . [SEP],[CLS] the woman carried the box to the man . [SEP],,[CLS] the woman carried the man the box . [SEP],[CLS] the woman carried the box to the man . [SEP],[CLS] the woman carried a man the box . [SEP],[CLS] the woman carried the box to a man . [SEP],,[CLS] the woman carried the man the box . [SEP],[CLS] the woman carried the box to the man . [SEP],[CLS] the woman carried the friend from childhood the box . [SEP],[CLS] the woman carried the box to the friend from childhood . [SEP],,[CLS] the woman carried the man the box . [SEP],[CLS] the woman carried the box to the man . [SEP],[CLS] the woman carried a friend from childhood the box . [SEP],[CLS] the woman carried the box to a friend from childhood . [SEP]
[CLS] the man dragged her the box . [SEP],[CLS] the man dragged the box to her . [SEP],[CLS] the man dragged the woman the box . [SEP],[CLS] the man dragged the box to the woman . [SEP],,[CLS] the man dragged the woman the box . [SEP],[CLS] the man dragged the box to the woman . [SEP],[CLS] the man dragged a woman the box . [SEP],[CLS] the man dragged the box to a woman . [SEP],,[CLS] the man dragged the woman the box . [SEP],[CLS] the man dragged the box to the woman . [SEP],[CLS] the man dragged the friend from childhood the box . [SEP],[CLS] the man dragged the box to the friend from childhood . [SEP],,[CLS] the man dragged the woman the box . [SEP],[CLS] the man dragged the box to the woman . [SEP],[CLS] the man dragged a friend from childhood the box . [SEP],[CLS] the man dragged the box to a friend from childhood . [SEP]
[CLS] the woman dragged him the box . [SEP],[CLS] the woman dragged the box to him . [SEP],[CLS] the woman dragged the man the box . [SEP],[CLS] the woman dragged the box to the man . [SEP],,[CLS] the woman dragged the man the box . [SEP],[CLS] the woman dragged the box to the man . [SEP],[CLS] the woman dragged a man the box . [SEP],[CLS] the woman dragged the box to a man . [SEP],,[CLS] the woman dragged the man the box . [SEP],[CLS] the woman dragged the box to the man . [SEP],[CLS] the woman dragged the friend from childhood the box . [SEP],[CLS] the woman dragged the box to the friend from childhood . [SEP],,[CLS] the woman dragged the man the box . [SEP],[CLS] the woman dragged the box to the man . [SEP],[CLS] the woman dragged a friend from childhood the box . [SEP],[CLS] the woman dragged the box to a friend from childhood . [SEP]
[CLS] the man pulled her the box . [SEP],[CLS] the man pulled the box to her . [SEP],[CLS] the man pulled the woman the box . [SEP],[CLS] the man pulled the box to the woman . [SEP],,[CLS] the man pulled the woman the box . [SEP],[CLS] the man pulled the box to the woman . [SEP],[CLS] the man pulled a woman the box . [SEP],[CLS] the man pulled the box to a woman . [SEP],,[CLS] the man pulled the woman the box . [SEP],[CLS] the man pulled the box to the woman . [SEP],[CLS] the man pulled the friend from childhood the box . [SEP],[CLS] the man pulled the box to the friend from childhood . [SEP],,[CLS] the man pulled the woman the box . [SEP],[CLS] the man pulled the box to the woman . [SEP],[CLS] the man pulled a friend from childhood the box . [SEP],[CLS] the man pulled the box to a friend from childhood . [SEP]
